cut_month,num_product,disbursement_date,end_date,days_past_due,loan_term,amortization,loan_amount,interest_rate,installment_amount,outstanding_balance,agency_code,agency_name,product_code,product_name
202204,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,525,50,Whitby,2,General
202205,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,503,50,Whitby,2,General
202206,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,481,50,Whitby,2,General
202207,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,458,50,Whitby,2,General
202208,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,435,50,Whitby,2,General
202209,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,413,50,Whitby,2,General
202210,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,390,50,Whitby,2,General
202211,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,366,50,Whitby,2,General
202212,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,343,50,Whitby,2,General
202301,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,320,50,Whitby,2,General
202302,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,296,50,Whitby,2,General
202303,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,272,50,Whitby,2,General
202304,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,248,50,Whitby,2,General
202305,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,224,50,Whitby,2,General
202306,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,200,50,Whitby,2,General
202307,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,175,50,Whitby,2,General
202308,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,151,50,Whitby,2,General
202309,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,126,50,Whitby,2,General
202310,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,101,50,Whitby,2,General
202311,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,76,50,Whitby,2,General
202312,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,51,50,Whitby,2,General
202401,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,25,50,Whitby,2,General
202402,1457,23/02/2022,23/02/2024,0,24,30,570,0.08,25.7796,0,50,Whitby,2,General
202504,1458,02/04/2025,02/04/2029,0,48,30,3680,0.09,91.577,3680,50,Whitby,3,Taxes loan
202505,1458,02/04/2025,02/04/2029,0,48,30,3680,0.09,91.577,3616,50,Whitby,3,Taxes loan
202212,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,8210,10,Toronto,3,Taxes loan
202301,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,8010,10,Toronto,3,Taxes loan
202302,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,7809,10,Toronto,3,Taxes loan
202303,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,7606,10,Toronto,3,Taxes loan
202304,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,7402,10,Toronto,3,Taxes loan
202305,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,7197,10,Toronto,3,Taxes loan
202306,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,6990,10,Toronto,3,Taxes loan
202307,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,6781,10,Toronto,3,Taxes loan
202308,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,6571,10,Toronto,3,Taxes loan
202309,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,6359,10,Toronto,3,Taxes loan
202310,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,6146,10,Toronto,3,Taxes loan
202311,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,5931,10,Toronto,3,Taxes loan
202312,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,5714,10,Toronto,3,Taxes loan
202401,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,5496,10,Toronto,3,Taxes loan
202402,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,5276,10,Toronto,3,Taxes loan
202403,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,5055,10,Toronto,3,Taxes loan
202404,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,4831,10,Toronto,3,Taxes loan
202405,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,4607,10,Toronto,3,Taxes loan
202406,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,4380,10,Toronto,3,Taxes loan
202407,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,4152,10,Toronto,3,Taxes loan
202408,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,3922,10,Toronto,3,Taxes loan
202409,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,3690,10,Toronto,3,Taxes loan
202410,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,3457,10,Toronto,3,Taxes loan
202411,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,3222,10,Toronto,3,Taxes loan
202412,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,2985,10,Toronto,3,Taxes loan
202501,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,2746,10,Toronto,3,Taxes loan
202502,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,2506,10,Toronto,3,Taxes loan
202503,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,2263,10,Toronto,3,Taxes loan
202504,1459,28/12/2022,28/12/2025,0,36,30,8210,0.09,261.0758,2019,10,Toronto,3,Taxes loan
202201,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,7990,40,Pickering,4,Travel
202202,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,7798,40,Pickering,4,Travel
202203,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,7605,40,Pickering,4,Travel
202204,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,7411,40,Pickering,4,Travel
202205,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,7215,40,Pickering,4,Travel
202206,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,7017,40,Pickering,4,Travel
202207,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,6818,40,Pickering,4,Travel
202208,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,6617,40,Pickering,4,Travel
202209,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,6414,40,Pickering,4,Travel
202210,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,6210,40,Pickering,4,Travel
202211,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,6004,40,Pickering,4,Travel
202212,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,5796,40,Pickering,4,Travel
202301,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,5587,40,Pickering,4,Travel
202302,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,5375,40,Pickering,4,Travel
202303,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,5162,40,Pickering,4,Travel
202304,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,4948,40,Pickering,4,Travel
202305,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,4731,40,Pickering,4,Travel
202306,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,4513,40,Pickering,4,Travel
202307,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,4292,40,Pickering,4,Travel
202308,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,4070,40,Pickering,4,Travel
202309,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,3846,40,Pickering,4,Travel
202310,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,3621,40,Pickering,4,Travel
202311,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,3393,40,Pickering,4,Travel
202312,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,3163,40,Pickering,4,Travel
202401,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,2932,40,Pickering,4,Travel
202402,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,2699,40,Pickering,4,Travel
202403,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,2463,40,Pickering,4,Travel
202404,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,2226,40,Pickering,4,Travel
202405,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,1987,40,Pickering,4,Travel
202406,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,1746,40,Pickering,4,Travel
202407,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,1502,40,Pickering,4,Travel
202408,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,1257,40,Pickering,4,Travel
202409,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,1010,40,Pickering,4,Travel
202410,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,760,40,Pickering,4,Travel
202411,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,509,40,Pickering,4,Travel
202412,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,255,40,Pickering,4,Travel
202501,1460,23/01/2022,23/01/2025,0,36,30,7990,0.1,257.8148,0,40,Pickering,4,Travel
202409,1461,18/09/2024,18/09/2029,0,60,30,3990,0.08,80.9028,3990,40,Pickering,2,General
202410,1461,18/09/2024,18/09/2029,0,60,30,3990,0.08,80.9028,3935,40,Pickering,2,General
202411,1461,18/09/2024,18/09/2029,0,60,30,3990,0.08,80.9028,3881,40,Pickering,2,General
202412,1461,18/09/2024,18/09/2029,0,60,30,3990,0.08,80.9028,3826,40,Pickering,2,General
202501,1461,18/09/2024,18/09/2029,0,60,30,3990,0.08,80.9028,3770,40,Pickering,2,General
202502,1461,18/09/2024,18/09/2029,0,60,30,3990,0.08,80.9028,3714,40,Pickering,2,General
202503,1461,18/09/2024,18/09/2029,0,60,30,3990,0.08,80.9028,3658,40,Pickering,2,General
202504,1461,18/09/2024,18/09/2029,0,60,30,3990,0.08,80.9028,3602,40,Pickering,2,General
202204,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,7290,40,Pickering,1,Education
202205,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,6696,40,Pickering,1,Education
202206,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,6100,40,Pickering,1,Education
202207,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,5501,40,Pickering,1,Education
202208,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,4900,40,Pickering,1,Education
202209,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,4296,40,Pickering,1,Education
202210,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,3690,40,Pickering,1,Education
202211,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,3081,40,Pickering,1,Education
202212,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,2470,40,Pickering,1,Education
202301,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,1856,40,Pickering,1,Education
202302,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,1240,40,Pickering,1,Education
202303,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,621,40,Pickering,1,Education
202304,1462,19/04/2022,19/04/2023,0,12,30,7290,0.05,624.0785,0,40,Pickering,1,Education
202502,1463,26/02/2025,26/02/2027,0,24,30,2790,0.08,126.1841,2790,40,Pickering,2,General
202503,1463,26/02/2025,26/02/2027,0,24,30,2790,0.08,126.1841,2682,40,Pickering,2,General
202504,1463,26/02/2025,26/02/2027,0,24,30,2790,0.08,126.1841,2574,40,Pickering,2,General
202209,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,8080,30,Missisauga,3,Taxes loan
202210,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,7939,30,Missisauga,3,Taxes loan
202211,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,7798,30,Missisauga,3,Taxes loan
202212,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,7655,30,Missisauga,3,Taxes loan
202301,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,7511,30,Missisauga,3,Taxes loan
202302,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,7367,30,Missisauga,3,Taxes loan
202303,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,7221,30,Missisauga,3,Taxes loan
202304,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,7074,30,Missisauga,3,Taxes loan
202305,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,6926,30,Missisauga,3,Taxes loan
202306,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,6777,30,Missisauga,3,Taxes loan
202307,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,6626,30,Missisauga,3,Taxes loan
202308,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,6475,30,Missisauga,3,Taxes loan
202309,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,6323,30,Missisauga,3,Taxes loan
202310,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,6169,30,Missisauga,3,Taxes loan
202311,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,6014,30,Missisauga,3,Taxes loan
202312,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,5858,30,Missisauga,3,Taxes loan
202401,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,5701,30,Missisauga,3,Taxes loan
202402,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,5543,30,Missisauga,3,Taxes loan
202403,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,5383,30,Missisauga,3,Taxes loan
202404,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,5223,30,Missisauga,3,Taxes loan
202405,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,5061,30,Missisauga,3,Taxes loan
202406,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,4897,30,Missisauga,3,Taxes loan
202407,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,4733,30,Missisauga,3,Taxes loan
202408,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,4568,30,Missisauga,3,Taxes loan
202409,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,4401,30,Missisauga,3,Taxes loan
202410,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,4233,30,Missisauga,3,Taxes loan
202411,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,4063,30,Missisauga,3,Taxes loan
202412,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,3893,30,Missisauga,3,Taxes loan
202501,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,3721,30,Missisauga,3,Taxes loan
202502,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,3548,30,Missisauga,3,Taxes loan
202503,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,3373,30,Missisauga,3,Taxes loan
202504,1464,03/09/2022,03/09/2026,0,48,30,8080,0.09,201.0711,3198,30,Missisauga,3,Taxes loan
202308,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,5520,30,Missisauga,3,Taxes loan
202309,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,5309,30,Missisauga,3,Taxes loan
202310,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,5096,30,Missisauga,3,Taxes loan
202311,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,4882,30,Missisauga,3,Taxes loan
202312,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,4667,30,Missisauga,3,Taxes loan
202401,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,4450,30,Missisauga,3,Taxes loan
202402,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,4231,30,Missisauga,3,Taxes loan
202403,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,4010,30,Missisauga,3,Taxes loan
202404,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,3788,30,Missisauga,3,Taxes loan
202405,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,3565,30,Missisauga,3,Taxes loan
202406,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,3339,30,Missisauga,3,Taxes loan
202407,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,3112,30,Missisauga,3,Taxes loan
202408,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,2883,30,Missisauga,3,Taxes loan
202409,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,2653,30,Missisauga,3,Taxes loan
202410,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,2420,30,Missisauga,3,Taxes loan
202411,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,2186,30,Missisauga,3,Taxes loan
202412,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,1951,30,Missisauga,3,Taxes loan
202501,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,1713,30,Missisauga,3,Taxes loan
202502,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,1474,30,Missisauga,3,Taxes loan
202503,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,1233,30,Missisauga,3,Taxes loan
202504,1465,05/08/2023,05/08/2025,0,24,30,5520,0.09,252.1798,990,30,Missisauga,3,Taxes loan
202411,1466,12/11/2024,12/11/2028,0,48,30,6150,0.09,153.043,6150,40,Pickering,3,Taxes loan
202412,1466,12/11/2024,12/11/2028,0,48,30,6150,0.09,153.043,6043,40,Pickering,3,Taxes loan
202501,1466,12/11/2024,12/11/2028,0,48,30,6150,0.09,153.043,5935,40,Pickering,3,Taxes loan
202502,1466,12/11/2024,12/11/2028,0,48,30,6150,0.09,153.043,5826,40,Pickering,3,Taxes loan
202503,1466,12/11/2024,12/11/2028,0,48,30,6150,0.09,153.043,5717,40,Pickering,3,Taxes loan
202504,1466,12/11/2024,12/11/2028,0,48,30,6150,0.09,153.043,5607,40,Pickering,3,Taxes loan
202401,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,9210,40,Pickering,3,Taxes loan
202402,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,9049,40,Pickering,3,Taxes loan
202403,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,8888,40,Pickering,3,Taxes loan
202404,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,8726,40,Pickering,3,Taxes loan
202405,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,8562,40,Pickering,3,Taxes loan
202406,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,8397,40,Pickering,3,Taxes loan
202407,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,8231,40,Pickering,3,Taxes loan
202408,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,8063,40,Pickering,3,Taxes loan
202409,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,7894,40,Pickering,3,Taxes loan
202410,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,7724,40,Pickering,3,Taxes loan
202411,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,7553,40,Pickering,3,Taxes loan
202412,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,7381,40,Pickering,3,Taxes loan
202501,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,7207,40,Pickering,3,Taxes loan
202502,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,7032,40,Pickering,3,Taxes loan
202503,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,6855,40,Pickering,3,Taxes loan
202504,1467,24/01/2024,24/01/2028,0,48,30,9210,0.09,229.1912,6677,40,Pickering,3,Taxes loan
202308,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1510,50,Whitby,1,Education
202309,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1487,50,Whitby,1,Education
202310,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1465,50,Whitby,1,Education
202311,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1443,50,Whitby,1,Education
202312,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1420,50,Whitby,1,Education
202401,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1398,50,Whitby,1,Education
202402,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1375,50,Whitby,1,Education
202403,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1352,50,Whitby,1,Education
202404,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1329,50,Whitby,1,Education
202405,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1306,50,Whitby,1,Education
202406,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1283,50,Whitby,1,Education
202407,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1260,50,Whitby,1,Education
202408,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1237,50,Whitby,1,Education
202409,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1214,50,Whitby,1,Education
202410,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1190,50,Whitby,1,Education
202411,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1167,50,Whitby,1,Education
202412,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1143,50,Whitby,1,Education
202501,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1119,50,Whitby,1,Education
202502,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1095,50,Whitby,1,Education
202503,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1071,50,Whitby,1,Education
202504,1468,16/08/2023,16/08/2028,0,60,30,1510,0.05,28.4956,1047,50,Whitby,1,Education
202411,1469,14/11/2024,14/11/2029,0,60,30,1450,0.08,29.4008,1450,40,Pickering,2,General
202412,1469,14/11/2024,14/11/2029,0,60,30,1450,0.08,29.4008,1430,40,Pickering,2,General
202501,1469,14/11/2024,14/11/2029,0,60,30,1450,0.08,29.4008,1410,40,Pickering,2,General
202502,1469,14/11/2024,14/11/2029,0,60,30,1450,0.08,29.4008,1390,40,Pickering,2,General
202503,1469,14/11/2024,14/11/2029,0,60,30,1450,0.08,29.4008,1370,40,Pickering,2,General
202504,1469,14/11/2024,14/11/2029,0,60,30,1450,0.08,29.4008,1350,40,Pickering,2,General
202405,1470,27/05/2024,27/05/2028,0,48,30,9520,0.09,236.9056,9520,50,Whitby,3,Taxes loan
202406,1470,27/05/2024,27/05/2028,0,48,30,9520,0.09,236.9056,9354,50,Whitby,3,Taxes loan
202407,1470,27/05/2024,27/05/2028,0,48,30,9520,0.09,236.9056,9187,50,Whitby,3,Taxes loan
202408,1470,27/05/2024,27/05/2028,0,48,30,9520,0.09,236.9056,9019,50,Whitby,3,Taxes loan
202409,1470,27/05/2024,27/05/2028,0,48,30,9520,0.09,236.9056,8850,50,Whitby,3,Taxes loan
202410,1470,27/05/2024,27/05/2028,0,48,30,9520,0.09,236.9056,8679,50,Whitby,3,Taxes loan
202411,1470,27/05/2024,27/05/2028,0,48,30,9520,0.09,236.9056,8508,50,Whitby,3,Taxes loan
202412,1470,27/05/2024,27/05/2028,0,48,30,9520,0.09,236.9056,8335,50,Whitby,3,Taxes loan
202501,1470,27/05/2024,27/05/2028,0,48,30,9520,0.09,236.9056,8160,50,Whitby,3,Taxes loan
202502,1470,27/05/2024,27/05/2028,0,48,30,9520,0.09,236.9056,7984,50,Whitby,3,Taxes loan
202503,1470,27/05/2024,27/05/2028,0,48,30,9520,0.09,236.9056,7807,50,Whitby,3,Taxes loan
202504,1470,27/05/2024,27/05/2028,0,48,30,9520,0.09,236.9056,7629,50,Whitby,3,Taxes loan
202411,1471,13/11/2024,13/11/2025,0,12,30,3150,0.05,269.6636,3150,40,Pickering,1,Education
202412,1471,13/11/2024,13/11/2025,0,12,30,3150,0.05,269.6636,2893,40,Pickering,1,Education
202501,1471,13/11/2024,13/11/2025,0,12,30,3150,0.05,269.6636,2635,40,Pickering,1,Education
202502,1471,13/11/2024,13/11/2025,0,12,30,3150,0.05,269.6636,2377,40,Pickering,1,Education
202503,1471,13/11/2024,13/11/2025,0,12,30,3150,0.05,269.6636,2117,40,Pickering,1,Education
202504,1471,13/11/2024,13/11/2025,0,12,30,3150,0.05,269.6636,1856,40,Pickering,1,Education
202304,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,8480,40,Pickering,1,Education
202305,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,7789,40,Pickering,1,Education
202306,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,7095,40,Pickering,1,Education
202307,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,6399,40,Pickering,1,Education
202308,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,5700,40,Pickering,1,Education
202309,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,4998,40,Pickering,1,Education
202310,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,4292,40,Pickering,1,Education
202311,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,3584,40,Pickering,1,Education
202312,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,2873,40,Pickering,1,Education
202401,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,2159,40,Pickering,1,Education
202402,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,1442,40,Pickering,1,Education
202403,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,722,40,Pickering,1,Education
202404,1472,21/04/2023,21/04/2024,0,12,30,8480,0.05,725.9514,0,40,Pickering,1,Education
202209,1473,08/09/2022,08/09/2023,0,12,30,3380,0.05,289.3533,3380,10,Toronto,1,Education
202210,1473,08/09/2022,08/09/2023,0,12,30,3380,0.05,289.3533,3104,10,Toronto,1,Education
202211,1473,08/09/2022,08/09/2023,0,12,30,3380,0.05,289.3533,2828,10,Toronto,1,Education
202212,1473,08/09/2022,08/09/2023,0,12,30,3380,0.05,289.3533,2550,10,Toronto,1,Education
202301,1473,08/09/2022,08/09/2023,0,12,30,3380,0.05,289.3533,2272,10,Toronto,1,Education
202302,1473,08/09/2022,08/09/2023,0,12,30,3380,0.05,289.3533,1992,10,Toronto,1,Education
